1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Gender,Age,Personal_Income,Financial_Situation,Bill_Payments,Education,Credit_Debt,Additional_Income_Private_Investment,Additional_Income_Property,Additional_Income_Business_Ownership,Additional_Income_Retirement_Plan,Loss_Awareness,Loss_Intuition,Country,Duration_in_seconds,Language,Sample,Duration_Minutes,YoB,Awareness_of_Loss_Aversion,Financial_Stress,Presentation_Order,Contrast_1_2,Contrast_3_4,Contrast_7_8,Contrast_3_7,Contrast_4_8,Contrast_5_9,Contrast_6_10,Contrast_16_17,Contrast_4_11,Contrast_5_6,Contrast_9_10,Contrast_12_13,Contrast_14_15
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Female,23,1000.0,Became much better,I paid everything but saved nothing,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,317,English,Paid,5.283333333333333,1996,3,,1|12|7|5|11|18|8|13|3|4|14|2|10|16|6|15|9|17,PT,EUT + PT,PT,PT,EUT + PT,PT,Neither,PT,EUT + PT,EUT + PT,EUT + PT,PT,PT
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Male,40,0.0,Became a little worse,I had to take on some debt to pay them,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,0,0.0,Ireland,216,English,Paid,3.6,1979,4,,3|6|8|15|9|18|10|5|12|11|17|7|4|16|13|14|2|1,PT,EUT + PT,EUT + PT,PT,Neither,PT,PT,EUT + PT,EUT + PT,PT,PT,PT,EUT + PT
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Male,37,28000.0,Became a little better,"Everything is paid off and I have enough to save, invest, or spend freely",University Undergraduate,I pay off any balances every month,1,0,0,0,0,1.0,Ireland,362,English,Paid,6.033333333333333,1982,3,,9|3|15|12|16|18|14|13|7|6|10|8|11|1|4|17|2|5,PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,PT,PT,EUT + PT,EUT + PT,EUT + PT
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Male,28,46000.0,Became much better,"I paid everything, saved some, and paid down other debts",University Masters,I never purchase anything on credit or take on debt,1,0,0,0,1,,Ireland,252,English,Paid,4.2,1991,1,,3|2|5|9|12|18|17|13|10|16|7|1|14|11|6|8|15|4,EUT + PT,PT,Neither,EUT + PT,EUT + PT,EUT + PT,EUT + PT,PT,PT,EUT + PT,EUT + PT,EUT + PT,Neither
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Female,33,10000.0,Has not changed,I paid everything and saved some,Vocational school,I pay off any balances every month,0,0,0,0,0,1.0,Ireland,465,English,Paid,7.75,1986,3,,10|6|12|14|16|18|3|7|9|5|11|4|8|17|2|15|1|13,Neither,EUT + PT,PT,PT,EUT + PT,PT,Neither,PT,EUT + PT,EUT + PT,EUT + PT,PT,EUT + PT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,34,46000.0,Has not changed,"Everything is paid off and I have enough to save, invest, or spend freely",University Masters,I pay off any balances every month,0,0,0,0,0,0.0,Ireland,731,English,Paid,12.183333333333334,1985,4,,3|10|9|12|11|18|6|4|17|1|5|2|14|13|15|7|8|16,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,PT,EUT + PT,EUT + PT
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,41,23000.0,Became a little better,I paid everything but saved nothing,University Undergraduate,I pay off any balances every month,0,1,0,0,0,1.0,Ireland,307,English,Direct,5.116666666666666,1978,3,,5|9|17|8|6|18|11|3|10|15|2|13|12|7|4|1|16|14,PT,EUT + PT,PT,PT,EUT + PT,PT,PT,EUT + PT,Neither,PT,PT,PT,EUT + PT
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Male,22,15000.0,Became a little worse,I paid everything but saved nothing,Secondary school,I pay off any balances every month,0,0,0,0,0,,Ireland,478,English,Paid,7.966666666666667,1997,2,,12|3|7|11|15|18|13|6|5|2|9|8|4|16|10|17|1|14,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,PT,PT,EUT + PT,PT,EUT + PT
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Male,43,34000.0,Has not changed,I paid everything but saved nothing,Secondary school,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,329,English,Paid,5.483333333333333,1976,3,,2|6|9|11|1|18|15|17|3|13|14|10|16|12|8|7|4|5,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT,Neither,Neither,EUT + PT,EUT + PT,EUT + PT,EUT + PT,PT
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Male,29,70000.0,Became much better,"Everything is paid off and I have enough to save, invest, or spend freely",University Undergraduate,I pay off any balances every month,1,0,0,0,0,1.0,Ireland,213,English,Paid,3.55,1990,3,,15|4|14|6|10|18|13|17|11|7|12|8|2|1|16|3|9|5,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT,Neither,PT,EUT + PT,EUT + PT,EUT + PT,PT,PT
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Female,38,65000.0,Has not changed,"I paid everything, saved some, and paid down other debts",University Undergraduate,I pay off much of the balance,0,0,0,0,0,1.0,Ireland,393,English,Paid,6.55,1981,3,,12|1|16|2|17|18|6|11|13|15|14|4|8|7|5|10|3|9,EUT + PT,EUT + PT,EUT + PT,PT,Neither,PT,PT,Neither,EUT + PT,PT,PT,EUT + PT,PT
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Female,30,38000.0,Has not changed,I paid everything but saved nothing,University Undergraduate,I make the minimum payment and the interest is charged,0,0,0,0,1,,Ireland,402,English,Paid,6.7,1989,1,,5|6|4|10|11|18|12|1|3|9|13|14|8|7|16|2|17|15,PT,PT,Neither,EUT + PT,EUT + PT,EUT + PT,EUT + PT,Neither,PT,PT,Neither,EUT + PT,EUT + PT
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,28,50000.0,Became a little better,I paid everything and saved some,University Undergraduate,I pay off much of the balance,0,0,0,0,0,1.0,Ireland,341,English,Paid,5.683333333333334,1991,3,,6|14|16|13|8|18|11|4|7|17|2|9|10|5|12|3|1|15,PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT,EUT + PT
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Female,22,0.0,Has not changed,I paid everything but saved nothing,University Undergraduate,I pay off any balances every month,0,0,0,0,0,1.0,Ireland,464,English,Paid,7.733333333333333,1997,3,,12|5|16|9|10|18|6|2|14|3|17|15|13|1|7|4|11|8,PT,EUT + PT,PT,PT,EUT + PT,PT,PT,PT,EUT + PT,PT,PT,EUT + PT,PT
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,23,25000.0,Became a little better,"I paid everything, saved some, and paid down other debts",Secondary school,I pay off much of the balance,0,0,0,0,0,1.0,Ireland,541,English,Paid,9.016666666666667,1996,3,,8|1|15|9|12|18|7|6|13|3|5|2|16|17|11|14|4|10,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,EUT + PT,PT,PT,EUT + PT,EUT + PT,EUT + PT
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Male,28,7000.0,Became a little better,I could not pay all my bills last month,University Masters,I pay off much of the balance,1,0,1,0,0,1.0,Ireland,253,English,Paid,4.216666666666667,1991,3,,4|14|10|16|9|18|13|2|12|6|17|8|3|1|11|5|7|15,PT,EUT + PT,EUT + PT,PT,Neither,PT,EUT + PT,EUT + PT,EUT + PT,PT,EUT + PT,PT,PT
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,20,0.0,Became a little better,"Everything is paid off and I have enough to save, invest, or spend freely",Secondary school,I never purchase anything on credit or take on debt,0,0,0,0,1,,Ireland,406,English,Direct,6.766666666666667,1999,1,,1|14|3|2|7|18|9|11|6|10|13|12|5|17|8|4|16|15,EUT + PT,PT,PT,PT,PT,PT,PT,EUT + PT,PT,PT,PT,PT,EUT + PT
1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,Male,34,45000.0,Has not changed,"I paid everything, saved some, and paid down other debts",University Undergraduate,I pay off much of the balance,0,0,0,0,0,1.0,Ireland,303,English,Paid,5.05,1985,3,,11|1|12|13|6|18|2|7|10|9|14|3|4|5|15|17|8|16,EUT + PT,EUT + PT,EUT + PT,PT,Neither,PT,PT,PT,EUT + PT,PT,PT,EUT + PT,EUT + PT
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,Female,21,0.0,Became much better,"Everything is paid off and I have enough to save, invest, or spend freely",Secondary school,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,415,English,Paid,6.916666666666667,1998,3,,10|16|1|15|4|18|9|12|13|5|2|6|3|14|11|7|8|17,PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,EUT + PT,PT,PT,EUT + PT,EUT + PT,PT
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Female,28,9600.0,Became a little better,I paid everything but saved nothing,Vocational school,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,477,English,Paid,7.95,1991,3,,3|10|12|5|16|18|17|4|8|2|14|13|6|7|11|9|15|1,PT,PT,EUT + PT,PT,EUT + PT,PT,Neither,PT,PT,EUT + PT,EUT + PT,EUT + PT,PT
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Female,32,21650.0,Became a little better,I paid everything and saved some,University Undergraduate,I pay off any balances every month,0,0,0,0,0,1.0,Ireland,1201,English,Paid,20.016666666666666,1987,3,,11|16|12|1|14|18|10|5|3|13|8|9|6|15|4|7|2|17,EUT + PT,EUT + PT,Neither,EUT + PT,Neither,PT,EUT + PT,EUT + PT,EUT + PT,PT,EUT + PT,EUT + PT,PT
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Female,18,0.0,Became a little better,"Everything is paid off and I have enough to save, invest, or spend freely",Secondary school,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,366,English,Paid,6.1,2001,3,,13|4|5|17|10|18|11|9|2|6|1|14|12|7|8|15|16|3,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT,Neither,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,PT
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,34,45000.0,Has not changed,"Everything is paid off and I have enough to save, invest, or spend freely",University Masters,I pay off any balances every month,1,0,0,1,0,1.0,Ireland,515,English,Paid,8.583333333333334,1985,3,,8|15|9|12|7|18|10|5|4|3|13|6|17|1|11|2|14|16,EUT + PT,Neither,EUT + PT,Neither,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Male,39,30000.0,Has not changed,I had to take on some debt to pay them,University PhD,My debts increase beyond what I earn in a given month,0,0,1,0,0,1.0,Ireland,350,English,Paid,5.833333333333333,1980,3,,3|14|2|13|7|18|17|15|16|5|10|12|11|6|4|9|8|1,EUT + PT,EUT + PT,PT,PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,PT,PT
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Female,42,12000.0,Became a little worse,I had to take on some debt to pay them,Secondary school,I make the minimum payment and the interest is charged,0,0,0,0,0,1.0,Ireland,827,English,Paid,13.783333333333333,1977,3,,6|8|7|12|17|18|10|9|1|4|13|5|16|14|15|2|11|3,EUT + PT,EUT + PT,EUT + PT,PT,Neither,PT,PT,PT,EUT + PT,PT,PT,EUT + PT,EUT + PT
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Male,27,13000.0,Became a little worse,I paid everything but saved nothing,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,310,English,Paid,5.166666666666667,1992,3,,17|6|14|13|11|18|15|7|3|4|12|10|1|5|9|8|2|16,EUT + PT,Neither,PT,EUT + PT,EUT + PT,PT,PT,PT,EUT + PT,PT,PT,PT,PT
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,24,18189.0,Became a little better,I paid everything and saved some,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,1,,Ireland,318,English,Paid,5.3,1995,1,,5|7|8|15|12|18|11|4|17|14|9|2|10|13|16|6|1|3,PT,EUT + PT,PT,PT,EUT + PT,PT,PT,EUT + PT,EUT + PT,PT,PT,PT,EUT + PT
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Female,25,4500.0,Has not changed,I paid everything but saved nothing,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,410,English,Paid,6.833333333333333,1994,3,,7|5|16|13|15|18|6|17|1|9|2|4|14|3|11|10|8|12,EUT + PT,PT,PT,PT,PT,PT,EUT + PT,Neither,EUT + PT,PT,EUT + PT,PT,PT
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Male,28,12000.0,Became much worse,I paid everything but saved nothing,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,704,English,Paid,11.733333333333333,1991,3,,13|11|12|17|5|18|3|2|9|16|7|14|8|15|4|1|6|10,EUT + PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,EUT + PT,PT
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Female,51,40000.0,Became a little better,I paid everything and saved some,University Masters,I pay off any balances every month,0,0,0,0,1,,Ireland,404,English,Paid,6.733333333333333,1968,1,,13|17|5|9|8|18|2|12|6|15|16|11|4|7|14|3|10|1,Neither,PT,PT,PT,PT,EUT + PT,Neither,PT,PT,EUT + PT,Neither,PT,PT
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Female,34,24100.0,Has not changed,"I paid everything, saved some, and paid down other debts",University Undergraduate,I pay off much of the balance,0,0,0,0,0,0.0,Ireland,342,English,Paid,5.7,1985,4,,13|9|4|15|2|18|6|14|5|1|17|3|11|8|7|12|16|10,PT,EUT + PT,EUT + PT,PT,Neither,PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,PT,EUT + PT,EUT + PT
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,Male,39,35000.0,Became a little better,"I paid everything, saved some, and paid down other debts",Secondary school,I pay off much of the balance,1,0,0,0,1,,Ireland,471,English,Paid,7.85,1980,1,,10|3|15|6|7|18|13|12|8|16|17|5|14|4|1|9|2|11,PT,PT,PT,PT,PT,PT,PT,EUT + PT,PT,PT,PT,EUT + PT,PT
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Male,23,7500.0,Has not changed,I paid everything but saved nothing,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,538,English,Paid,8.966666666666667,1996,3,,12|17|4|9|5|18|7|1|10|6|16|14|15|13|8|2|3|11,PT,EUT + PT,EUT + PT,PT,Neither,EUT + PT,EUT + PT,Neither,EUT + PT,PT,Neither,EUT + PT,PT
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Female,33,30000.0,Became much worse,"Everything is paid off and I have enough to save, invest, or spend freely",University PhD,I never purchase anything on credit or take on debt,0,0,0,0,0,0.0,Ireland,439,English,Paid,7.316666666666666,1986,4,,3|2|13|10|7|18|12|1|14|17|15|9|6|11|4|5|16|8,EUT + PT,EUT + PT,EUT + PT,PT,Neither,PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,PT,PT,PT
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Male,22,5950.0,Became a little better,I paid everything and saved some,University Undergraduate,I pay off any balances every month,0,0,0,0,0,1.0,Ireland,309,English,Paid,5.15,1997,3,,5|3|14|16|9|18|13|8|15|2|10|6|12|11|17|7|1|4,PT,EUT + PT,PT,PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,EUT + PT,PT,PT,PT
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Female,27,11000.0,Has not changed,I paid everything but saved nothing,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,450,English,Paid,7.5,1992,3,,5|16|15|4|8|18|12|2|14|17|13|7|6|1|3|11|10|9,EUT + PT,PT,PT,PT,PT,PT,EUT + PT,EUT + PT,PT,EUT + PT,PT,EUT + PT,Neither
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Male,29,50918.0,Has not changed,I paid everything and saved some,University Undergraduate,I never purchase anything on credit or take on debt,1,0,0,0,0,1.0,Ireland,490,English,Paid,8.166666666666666,1990,3,,16|3|1|14|8|18|4|6|2|9|17|12|15|10|13|11|7|5,PT,PT,PT,PT,PT,PT,PT,Neither,PT,PT,PT,PT,PT
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Female,27,13000.0,Became a little worse,I paid everything but saved nothing,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,203,English,Paid,3.3833333333333333,1992,3,,13|1|4|2|11|18|17|12|7|3|5|8|16|9|10|6|15|14,EUT + PT,PT,PT,PT,PT,PT,Neither,Neither,PT,EUT + PT,EUT + PT,PT,EUT + PT
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Female,41,0.0,Has not changed,I paid everything but saved nothing,Vocational school,I never purchase anything on credit or take on debt,0,0,0,0,1,,Ireland,553,English,Paid,9.216666666666667,1978,1,,1|3|11|17|8|18|12|9|15|16|7|4|14|2|6|5|10|13,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,PT,PT,PT,PT,PT,EUT + PT,PT
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Other,24,20000.0,Became a little worse,I paid everything but saved nothing,Secondary school,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,460,English,Paid,7.666666666666667,1995,3,,9|11|14|2|12|18|10|6|3|15|8|7|16|1|4|17|13|5,EUT + PT,EUT + PT,EUT + PT,PT,Neither,PT,PT,EUT + PT,EUT + PT,PT,PT,PT,PT
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Female,26,28000.0,Became a little better,"I paid everything, saved some, and paid down other debts",University Undergraduate,I pay off any balances every month,0,0,0,0,0,1.0,Ireland,315,English,Paid,5.25,1993,3,,12|5|13|7|15|18|10|4|9|6|11|2|3|16|17|1|8|14,PT,EUT + PT,PT,PT,EUT + PT,PT,EUT + PT,EUT + PT,EUT + PT,PT,EUT + PT,PT,EUT + PT
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Female,35,10000.0,Has not changed,"Everything is paid off and I have enough to save, invest, or spend freely",University Undergraduate,I pay off any balances every month,0,0,0,0,1,,Ireland,755,English,Paid,12.583333333333334,1984,1,,2|7|1|16|11|18|10|17|13|5|8|14|9|3|6|15|12|4,EUT + PT,EUT + PT,EUT + PT,PT,Neither,PT,EUT + PT,Neither,EUT + PT,EUT + PT,PT,PT,PT
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Female,23,18000.0,Has not changed,I paid everything and saved some,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,511,English,Paid,8.516666666666667,1996,3,,4|16|14|8|9|18|5|10|11|12|6|17|15|13|2|1|7|3,PT,EUT + PT,EUT + PT,PT,Neither,PT,PT,Neither,EUT + PT,PT,PT,PT,EUT + PT
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Male,37,32000.0,Has not changed,I paid everything and saved some,University Undergraduate,I pay off any balances every month,0,0,0,0,0,1.0,Ireland,624,English,Paid,10.4,1982,3,,17|7|8|14|15|18|11|9|12|3|4|10|1|6|13|16|5|2,PT,EUT + PT,EUT + PT,Neither,PT,EUT + PT,Neither,EUT + PT,PT,EUT + PT,Neither,EUT + PT,EUT + PT
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Female,20,0.0,Became a little worse,"Everything is paid off and I have enough to save, invest, or spend freely",Secondary school,I generally pay off the interest but not the balance,0,0,1,0,0,0.0,Ireland,316,English,Paid,5.266666666666667,1999,4,,6|11|3|5|12|18|10|8|17|7|16|15|1|4|13|9|2|14,PT,PT,EUT + PT,PT,EUT + PT,PT,Neither,PT,PT,EUT + PT,EUT + PT,PT,PT
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Male,55,8000.0,Became a little better,I paid everything but saved nothing,Vocational school,I never purchase anything on credit or take on debt,0,0,0,0,0,0.0,Ireland,651,English,Paid,10.85,1964,4,,12|2|11|17|4|18|9|13|3|5|14|10|15|16|8|1|6|7,EUT + PT,PT,EUT + PT,PT,EUT + PT,PT,PT,PT,PT,PT,PT,PT,EUT + PT
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,Male,44,78000.0,Has not changed,"Everything is paid off and I have enough to save, invest, or spend freely",University Undergraduate,I pay off any balances every month,0,0,0,0,0,1.0,Ireland,355,English,Paid,5.916666666666667,1975,3,,8|12|17|3|9|18|11|5|14|4|2|1|15|7|13|10|16|6,PT,EUT + PT,PT,PT,EUT + PT,PT,EUT + PT,EUT + PT,Neither,PT,EUT + PT,PT,PT
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,61,30000.0,Became a little better,"Everything is paid off and I have enough to save, invest, or spend freely",University Undergraduate,I pay off any balances every month,1,0,0,0,0,1.0,Ireland,496,English,Direct,8.266666666666667,1958,3,,11|4|1|15|13|18|16|7|10|17|9|3|12|8|6|14|2|5,PT,EUT + PT,Neither,EUT + PT,Neither,PT,EUT + PT,Neither,EUT + PT,PT,EUT + PT,PT,EUT + PT
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Female,26,20000.0,Became much worse,I paid everything but saved nothing,University Undergraduate,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,322,English,Paid,5.366666666666666,1993,3,,16|5|7|14|1|18|3|6|12|4|15|2|9|17|8|11|13|10,EUT + PT,EUT + PT,Neither,EUT + PT,Neither,EUT + PT,EUT + PT,Neither,EUT + PT,EUT + PT,EUT + PT,Neither,EUT + PT
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Male,18,0.0,Has not changed,I paid everything but saved nothing,Secondary school,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,328,English,Paid,5.466666666666667,2001,3,,9|8|1|10|14|18|5|11|15|12|3|16|6|13|2|7|17|4,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT,PT,EUT + PT,EUT + PT,PT,PT,PT,PT
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Female,29,36000.0,Has not changed,I paid everything and saved some,University PhD,I never purchase anything on credit or take on debt,0,0,0,0,0,1.0,Ireland,778,English,Paid,12.966666666666667,1990,3,,13|14|7|10|8|18|1|6|15|5|16|17|9|3|11|2|12|4,PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,EUT + PT,PT,EUT + PT,EUT + PT,PT,EUT + PT,EUT + PT,PT
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Female,32,30000.0,Became much better,"I paid everything, saved some, and paid down other debts",University Masters,I make the minimum payment and the interest is charged,0,0,0,0,1,,Ireland,986,English,Paid,16.433333333333334,1987,1,,1|13|10|8|2|18|12|16|11|9|4|14|7|5|6|3|17|15,EUT + PT,EUT + PT,PT,PT,EUT + PT,PT,EUT + PT,Neither,EUT + PT,EUT + PT,PT,PT,EUT + PT
